,name,city,offices,geo,lat,lng,total_money_raised,founded_year,number_of_employees,category_code,description,overview,tag_list
124,MetaSieve,Bochum,"[{'description': 'World Headquarters', 'address1': 'UniversitÃ¤tsstr. 142', 'address2': '', 'zip_code': '44799', 'city': 'Bochum', 'state_code': None, 'country_code': 'DEU', 'latitude': 51.4453516, 'longitude': 7.25795}]","{'type': 'Point', 'coordinates': [7.25795, 51.4453516]}",51.4453516,7.25795,$0,2008.0,0.0,software,Search Software,"<p>MetaSieve is a software producer specialising in the application of search engine technology. </p>

<p>MetaSieve uses its own semantic search technology to built innovative applications for search. MetaSieve products range from simple desktop widgets up to clustered search servers. </p>

<p>MetaSieve operates several vertical search engines built on its search technology like gamesear.ch.</p>","search, search-technology, vertical-search, game-search"
270,MEDIAMODA,Cologne,"[{'description': 'MEDIAMODA', 'address1': 'Breslauerstr. 26', 'address2': '', 'zip_code': '50858', 'city': 'Cologne', 'state_code': None, 'country_code': 'DEU', 'latitude': 50.9349455, 'longitude': 6.8429357}]","{'type': 'Point', 'coordinates': [6.8429357, 50.9349455]}",50.9349455,6.8429357,$0,2008.0,,other,Media Agency,"<p>mediamoda is based on long year experience in the mediamarket. We go along with the various facets of founding and developing mediacompanys, their marketingstrategies, technical enviroment and products.</p>

<p>We can help you in building your business, your products and your market without to loose the control over the ressources in finance and manpower.</p>",new-digital-media-computer-it-telecommunication-science-grpahics-marketing
257,studdex,Berlin,"[{'description': 'studdex', 'address1': 'Heinrich Roller Str. 15', 'address2': '', 'zip_code': '10405', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 51.4523335, 'longitude': 7.3554365}]","{'type': 'Point', 'coordinates': [7.3554365, 51.4523335]}",51.4523335,7.3554365,€180k,2008.0,10.0,web,Solution for Intntl Student Recruitment,"<p>Studdex is the complete solution for international student recruitment, helping institutions of higher education reach motivated students from all over the world. Studdexâ€™ mission is to bring competent students from every background to universities worldwide. </p>

<p>Through studyadvisor.com, studdex has created an international higher education database with tens of thousands of programs at over 300 higher education institutions around the world. Over 50,000 prospective students have signed up and can search this comprehensive international education database for the college or university of their dreams. Theyâ€™re assigned personal study advisors to ensure that they are well informed and that their applications are polished, complete, and of high quality. </p>

<p>With services such as application and lead handling, student recruitment and university and college advertising, studdex makes student recruitment simple, streamlined, and professional. Studdex provides two-fold solutions for students looking to study abroad as well as university admission panels and marketing teams. Universities looking for international students can get flooded by leads that go nowhere. To make the student recruitment process better, the services offered by studdex allow colleges and universities to spend more time on students that will be an asset to their university. By reducing the expenditure of resources in pursuit of serious applicants, universities can focus on welcoming bright and competent students from all over the world.</p>

<p>Student recruitment is crucial to the survival of most colleges and universities; studdex strives to empower university admissions with perfect applications and worldwide exposure to a growing network of students eager to study abroad. Join studdex and take the next step towards better and more effective student recruitment.</p>

<p>Studdex â€“ No leads student recruitment. </p>","study-aborad, university, universities, student, summer-school, degree, free-mover, exchange"
120,15Talents,Berlin,"[{'description': '15Talents GmbH & Co. KG', 'address1': 'RosenstraÃŸe 18', 'address2': '', 'zip_code': '10178', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.521627, 'longitude': 13.40462}]","{'type': 'Point', 'coordinates': [13.40462, 52.521627]}",52.521627,13.40462,$0,2008.0,12.0,consulting,Student Outsourcing,"<p>15Talents is a marketplace that brings together top-students and companies across countries and sectors. For a competitive compensation students will work on projects/tasks needed by the originator. This creates a win-win situation, students earn money, gain experience and establish contacts in the business world  whereas companies receive needed results for favourable costs and gain additional recruitment opportunities. </p>

<p>15Talents is a joint venture between the publishing house &#8220;Die ZEIT Online&#8221; and the consultancy &#8220;trommsdorff + drüner, innovation + marketing&#8221; headed by Prof. Dr. Volker Trommsdorff and Prof. Dr. Marc Drüner. </p>","students, recruiting, recruitment, project, projects, internship, efficiency-in-recruiting"
263,SocialCom,Munich,"[{'description': 'Telenet GmbH', 'address1': 'Erika-Mann-Str. 59', 'address2': '', 'zip_code': '80636', 'city': 'Munich', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.5375697, 'longitude': 13.3740493}]","{'type': 'Point', 'coordinates': [13.3740493, 52.5375697]}",52.5375697,13.3740493,€203k,2008.0,5.0,ecommerce,Social Media Monetization,"<p>SocialCom enriches social networks with tools that enable Social Commerce in a reliable, measurable and profitable way without being intrusive.</p>

<p>As a result, social networks can expect significant revenues without putting off their ad-weary audience, while the audience can expect exciting new content.</p>

<p>SocialCom is a Berlin-based startup founded by a group of people with considerable experience in the Digital Media Industry.</p>

<p>They all have previously worked both for small enterprises and big corporations. </p>","commerce, ecommerce, social-commerce"
67,FRoSP,Cologne,"[{'description': '', 'address1': 'Gutenbergstr. 77', 'address2': '', 'zip_code': '50823', 'city': 'Cologne', 'state_code': None, 'country_code': 'DEU', 'latitude': 50.9508924, 'longitude': 6.9280123}]","{'type': 'Point', 'coordinates': [6.9280123, 50.9508924]}",50.9508924,6.9280123,$0,2008.0,2.0,web,Browser Addon,"<p>FroSP is a free browser addon for commenting about any website. It is a portable forum that promotes freedom of speech. 
You can also use it as a free forum service.</p>","forum, addon, firefox, internet-explorer, opera"
324,skobbler,Berlin,"[{'description': 'Headquarters', 'address1': 'Luisenstr. 41', 'address2': '', 'zip_code': '10117', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 53.5771514, 'longitude': 10.0115926}]","{'type': 'Point', 'coordinates': [10.0115926, 53.5771514]}",53.5771514,10.0115926,$0,2008.0,70.0,mobile,LBS and mobile navigation,"<p>skobbler is a Berlin-based maps and navigation app maker, and a management buy-out from Europes Nr. 3 navigation supplier (Navigon). </p>

<p>The skobbler company was founded during a spin-off in September 2008 and has been developing its very own software for mobile phones ever since. skobbler strives to offer smart products that provide orientation and fun on the OpenStreetMap.</p>

<p>skobbler has won the Navteq EMEA LBS challenge 2009.</p>","skobbler, lbs, navigation, gps, mobile-social-networking, friend-finder"
193,txtr,Berlin,"[{'description': 'Headquarters', 'address1': 'Greifswalder Str. 207', 'address2': '', 'zip_code': '10405', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.532757, 'longitude': 13.428855}]","{'type': 'Point', 'coordinates': [13.428855, 52.532757]}",52.532757,13.428855,$0,2008.0,20.0,hardware,tools and services for digital reading,"<p>txtr is building products and services for digital reading, such as ebook shop websites, apps, as well as reading devices and tablets.
txtr partners with device makers, mobile operators, and retailers to build the largest ebook distribution platform in Europe.</p>","document-management, ebooks, community, ebook-sharing, ebook-reader, mobile-reading"
46,Asaph,BÃ¼ttelborn,"[{'description': '', 'address1': 'Am Vogelanger 20 A', 'address2': '', 'zip_code': '64572', 'city': 'BÃ¼ttelborn', 'state_code': None, 'country_code': 'DEU', 'latitude': 49.922853, 'longitude': 8.526666}]","{'type': 'Point', 'coordinates': [8.526666, 49.922853]}",49.922853,8.526666,$0,2008.0,,web,Microblogging System,"<p>Asaph is a microblogging system, that allows you to instantly post links and images directly from any page on the web.</p>","microblogging, blog"
179,ResearchGate,Berlin,"[{'description': 'HQ', 'address1': 'Invalidenstr. 115', 'address2': '', 'zip_code': '10115', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.5308516, 'longitude': 13.3842605}]","{'type': 'Point', 'coordinates': [13.3842605, 52.5308516]}",52.5308516,13.3842605,$35M,2008.0,74.0,social,The professional network for scientists.,"<p>ResearchGate is the leading social network for scientists. It offers tools and applications for researchers to interact and collaborate. ResearchGate offers a social, crowdsourced platform designed for researchers.  The platform provides a global scientific web-based environment in which scientists can interact, exchange knowledge and collaborate with researchers of different fields. </p>

<p>The results of ResearchGate&#8217;s new search engine, called ReFind, are not merely based on keywords, but selected in an intelligent way based on semantic, contextual correlations.</p>","academia, research, social-network, scientific-network, research-blog, research-jobs"
170,IT Stocklist,Bonn,"[{'description': 'Head Office', 'address1': 'Hardtbergstr. 6', 'address2': '', 'zip_code': '53127', 'city': 'Bonn', 'state_code': None, 'country_code': 'DEU', 'latitude': 50.710267, 'longitude': 7.066468}]","{'type': 'Point', 'coordinates': [7.066468, 50.710267]}",50.710267,7.066468,$0,2008.0,12.0,web,B2B IT Social Network,"<p>IT Stocklist provides the first Social Networking based B2B IT Trading Portal for Europe. IT Dealers or ICT Companies can share their stocklist, special offers, knowledge and contacts through a social network. IT Stocklist is offering a real time inventory with different types of product conditions like refurbished, new, new open box or renew.
The product in the inventory is directly connected to the profile of the User and his Company Profile. This information allows users to contact the inventoy uploader through the Request System or by Live Chat, Internal Message or old-school Telephone. Requests and offers functionalities allows the user to participate from the user database and spare time in purchasing and sales management. </p>","ict, social-network, trading, sales, buy, it, hardware, software, portal, it-equipment, computer-parts, spare-parts, marketplace"
